QuestionID,Chapter,Topic,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation
FA-Patho & Immuno-HIV-008,Pathology & Immunology,HIV,"When HIV infects macrophages rather than T-cells, it relies on binding to which specific co-receptor?",CXCR4,CCR5,CD8,CD20,CD40,B,
FA-Patho & Immuno-Hypersensitivity-001,Pathology & Immunology,Hypersensitivity,"A 25-year-old female presents to the clinic complaining of localized pain, swelling, and arthralgia at an injection site hours after receiving a booster dose of a vaccine. The physician suspects an Arthus reaction. This type of reaction is characterized by the deposition of immune complexes against self-antigens in tissues. Which type of hypersensitivity is this?",Type 1,Type 2,Type 3,Type 4,Type 5,C,
FA-Patho & Immuno-Hypersensitivity-002,Pathology & Immunology,Hypersensitivity,"A 35-year-old male develops a severely pruritic rash two days after hiking through a wooded area where he was exposed to Poison Ivy. This reaction is mediated by APCs migrating to lymph nodes to sensitize T-cells, which then return to the site. Which mechanism is primarily responsible for the tissue destruction seen in this late-stage response?",Immediate degranulation of histamine and tryptase,Antibodies reacting to self-antigens leading to a cytotoxic response,Immune complexes activating the complement cascade,CD8+ T-cells binding to somatic cells with antigen,Systemic mast cell degranulation,D,
FA-Patho & Immuno-Hypersensitivity-003,Pathology & Immunology,Hypersensitivity,"A patient is treated with intravenous vancomycin for a severe bacterial infection. Shortly after administration, the patient develops a delayed response characterized by localized tissue destruction. The physician notes that vancomycin acts as a pseudoallergen. Which type of hypersensitivity reaction is associated with this presentation?",Type 1,Type 2,Type 3,Type 4,Arthus reaction,D,
FA-Patho & Immuno-Hypersensitivity-004,Pathology & Immunology,Hypersensitivity,"A patient in the emergency department receives a dose of intravenous radiocontrast dye for a CT scan. Within minutes, he develops urticaria, edema, and hypotension. The patient has absolutely no history of previous sensitization to this dye. This direct activation of mast cells is termed a pseudoallergy. Which other drug is classically known to cause this specific type of nonallergic hypersensitivity?",Penicillin,Ceftriaxone,Vancomycin,Methotrexate,Cyclophosphamide,C,
FA-Patho & Immuno-Hypersensitivity-005,Pathology & Immunology,Hypersensitivity,Which type of hypersensitivity reaction is defined by the deposition of immune complexes against self-antigens in tissues?,Type 1,Type 2,Type 3,Type 4,Pseudoallergy,C,
FA-Patho & Immuno-Hypersensitivity-006,Pathology & Immunology,Hypersensitivity,Goodpasture's syndrome and Rheumatic fever are classic examples of which type of hypersensitivity reaction?,Type 1,Type 2,Type 3,Type 4,Serum sickness,B,
FA-Patho & Immuno-Hypoxia & Cellular Injury-001,Pathology & Immunology,Hypoxia & Cellular Injury,A 25-year-old rescued from a house fire presents with cherry-red skin and a severe headache. Blood gas analysis reveals a normal PaO2 but decreased SaO2. Which of the following is the most likely cause of these findings?,Carbon monoxide poisoning,Methemoglobinemia,Anemia,High altitude exposure,Hypoventilation,A,
FA-Patho & Immuno-Hypoxia & Cellular Injury-002,Pathology & Immunology,Hypoxia & Cellular Injury,A patient treated with sulfate drugs develops cyanosis and chocolate-colored blood. The iron in the heme is oxidized to Fe3+ and cannot bind oxygen. What is the appropriate specific treatment for this condition?,Supplemental oxygen,Blood transfusion,IV methylene blue,Corticosteroids,Broad-spectrum antibiotics,C,
FA-Patho & Immuno-Hypoxia & Cellular Injury-003,Pathology & Immunology,Hypoxia & Cellular Injury,A patient experiences severe shock resulting in generalized hypotension and poor perfusion to multiple organs. Which specific area of the liver is most susceptible to this ischemic injury?,Central vein (Zone III),Portal triad,Hepatic artery,Bile ductules,Kupffer cells,A,
FA-Patho & Immuno-Hypoxia & Cellular Injury-004,Pathology & Immunology,Hypoxia & Cellular Injury,"A cell is subjected to low oxygen, leading to decreased ATP production. The cell switches to anaerobic respiration, increasing lactic acid and lowering pH. Which defining feature of reversible cell injury is primarily caused by the subsequent failure of the Na+/K+ and Ca2+ pumps?",Rupture of lysosomes,Generalized swelling,Lysis of endoplasmic reticulum,Nuclear pyknosis,Myelin figures,B,
FA-Patho & Immuno-Hypoxia & Cellular Injury-005,Pathology & Immunology,Hypoxia & Cellular Injury,A pathologist examines tissue subjected to prolonged ischemia and notes profoundly damaged cells exhibiting karyorrhexis and large mitochondrial densities. An increase in which intracellular ion is a key mediator in activating the hydrolytic enzymes responsible for this irreversible membrane damage?,Potassium,Sodium,Calcium,Magnesium,Chloride,C,
FA-Patho & Immuno-Hypoxia & Cellular Injury-006,Pathology & Immunology,Hypoxia & Cellular Injury,Which area of the brain is highly susceptible to ischemic injury due to decreased arterial perfusion?,Purkinje cells,Medulla oblongata,Hypothalamus,Thalamus,Pons,A,
FA-Patho & Immuno-Hypoxia & Cellular Injury-007,Pathology & Immunology,Hypoxia & Cellular Injury,Reversible cellular injury is characterized by which of the following morphological changes?,Rupture of lysosomes,Karyorrhexis,Myelin figures,Generalized swelling,Nuclear pyknosis,D,
FA-Patho & Immuno-Immunosuppressants-001,Pathology & Immunology,Immunosuppressants,"A kidney transplant recipient is maintained on Tacrolimus to prevent graft rejection. This drug acts as a Calcineurin inhibitor. By inhibiting Calcineurin, Tacrolimus directly decreases the transcription of which specific cytokine?",IL-1,IL-2,IL-3,IL-4,IL-6,B,
FA-Patho & Immuno-Immunosuppressants-002,Pathology & Immunology,Immunosuppressants,"A patient receiving an organ transplant is prescribed Sirolimus. Unlike Tacrolimus, which decreases the transcription of interleukins, Sirolimus prevents cellular proliferation by decreasing responsiveness to IL-2. It achieves this by inhibiting which specific target?",Calcineurin,IMP dehydrogenase,mTOR,NF-kB,PRPP amidotransferase,C,
FA-Patho & Immuno-Immunosuppressants-003,Pathology & Immunology,Immunosuppressants,"A patient with rheumatoid disease is prescribed Mycophenolate as a glucocorticoid-sparing agent. The patient is warned about the risk of GI upset, pancytopenia, and hypertension. This drug is also distinctly associated with an invasive infection of which virus?",Epstein-Barr Virus (EBV),Cytomegalovirus (CMV),HIV,JC Virus,Rotavirus,B,
FA-Patho & Immuno-Immunosuppressants-004,Pathology & Immunology,Immunosuppressants,"A patient with a severe bacterial infection presents with a high fever and elevated levels of acute phase reactants. According to the ""HOT T-BONE stEAK"" mnemonic, which interleukin is primarily responsible for stimulating the production of acute phase reactants (the ""aKute"" in stEAK)?",IL-1,IL-2,IL-4,IL-5,IL-6,E,
FA-Patho & Immuno-Immunosuppressants-005,Pathology & Immunology,Immunosuppressants,Cyclosporine is an immunosuppressant used for psoriasis and rheumatoid arthritis. It exerts its effect by binding cyclophilin and directly inhibiting which molecule?,mTOR,Calcineurin,IMP dehydrogenase,NF-kB,PRPP amidotransferase,B,
FA-Patho & Immuno-Immunosuppressants-006,Pathology & Immunology,Immunosuppressants,Interleukin-3 (IL-3) has which of the following primary functions in the immune system?,Stimulates T cells,Stimulates bone marrow,Stimulates IgE production,Stimulates IgA production,Stimulates acute phase reactants,B,
FA-Patho & Immuno-Immunosuppressants-007,Pathology & Immunology,Immunosuppressants,A patient with chronic granulomatous disease (CGD) is treated with a specific immunotherapy to help manage their condition. Which interferon is specifically indicated for the treatment of this disease?,Aldesleukin,IFN-alpha,IFN-beta,IFN-gamma,TNF-alpha,D,
FA-Patho & Immuno-Lymph Node & Spleen-001,Pathology & Immunology,Lymph Node & Spleen,"A 15-year-old male is infected with the Epstein-Barr Virus (EBV), leading to extreme immune activation and generalized lymphadenopathy. A biopsy of an enlarged lymph node would most likely show marked hyperplasia in which specific region, known to contain high endothelial venules and T-cells?",Medullary cords,Primary follicles,Secondary follicles,Medullary sinuses,Paracortex,E,
FA-Patho & Immuno-Lymph Node & Spleen-002,Pathology & Immunology,Lymph Node & Spleen,"A patient with Job Syndrome presents with retained baby teeth, coarse facies, dermatological problems, and recurrent abscesses. This condition is characterized by increased IgE and increased fractures. It is directly caused by a mutation in STAT3, which leads to a decrease in which specific cell population?",Treg cells,Th1 cells,Th2 cells,Th17 cells,Cytotoxic T-cells,D,
FA-Patho & Immuno-Lymph Node & Spleen-003,Pathology & Immunology,Lymph Node & Spleen,Regulatory T-cells (Treg) play a crucial role in modulating the immune response and promoting self-tolerance. They attenuate the immune response by secreting specific interleukins and cytokines. Which of the following is secreted by Treg cells for this purpose?,IL-17,IL-21,IL-22,IL-10,IFN-gamma,D,
FA-Patho & Immuno-Lymph Node & Spleen-004,Pathology & Immunology,Lymph Node & Spleen,"A patient undergoes an emergency splenectomy following abdominal trauma. Because the spleen's red pulp filtration system and macrophages are removed, the patient must receive vaccinations against encapsulated organisms. According to the provided mnemonic, which of the following is considered an encapsulated organism?",Staphylococcus aureus,Streptococcus pyogenes,Cryptococcus neoformans,Mycobacterium tuberculosis,Treponema pallidum,C,
FA-Patho & Immuno-Lymph Node & Spleen-005,Pathology & Immunology,Lymph Node & Spleen,Which region of the lymph node undergoes extreme hyperplasia during viral infections like EBV because it contains T-cells and high endothelial venules?,Primary follicle,Secondary follicle,Medullary cords,Medullary sinuses,Paracortex,E,
FA-Patho & Immuno-Lymph Node & Spleen-006,Pathology & Immunology,Lymph Node & Spleen,Regulatory T-cells (Treg) suppress the immune response to promote self-tolerance. A mutation in which gene causes IPEX syndrome by directly disrupting Treg function?,STAT3,FOXP3,BTK,AIRE,PIGA,B,
FA-Patho & Immuno-Macrophages & Granuloma-001,Pathology & Immunology,Macrophages & Granuloma,Macrophages predominate in the late stages of acute inflammation. They are directly derived from which circulating cell type?,Eosinophils,Basophils,Neutrophils,Lymphocytes,Monocytes,E,
FA-Patho & Immuno-Macrophages & Granuloma-002,Pathology & Immunology,Macrophages & Granuloma,Granulomatous inflammation is a subtype of chronic inflammation. Which cytokine secreted by Th1 cells is responsible for activating macrophages to form epithelioid cells?,IL-12,IL-10,IFN-gamma,TNF-alpha,TGF-beta,C,
FA-Patho & Immuno-Macrophages & Granuloma-003,Pathology & Immunology,Macrophages & Granuloma,"Two to three days after an initial acute injury, macrophages dominate the site. If the outcome is successful resolution and healing, which anti-inflammatory cytokines are primarily secreted by the macrophages?",IL-8 and TNF-alpha,IFN-gamma and IL-12,IL-1 and IL-6,IL-10 and TGF-beta,PDGF and FGF,D,
FA-Patho & Immuno-Macrophages & Granuloma-004,Pathology & Immunology,Macrophages & Granuloma,A tissue injury is undergoing the repair phase. Macrophages at the site begin secreting fibrogenic and angiogenic factors. Which of the following is specifically an angiogenic factor secreted during this process?,IL-10,VEGF,CD14,IFN-gamma,TNF-alpha,B,
FA-Patho & Immuno-Macrophages & Granuloma-005,Pathology & Immunology,Macrophages & Granuloma,An infant develops a disseminated fungal infection. Immunological evaluation reveals that the patient's macrophages are not being activated by T-cells because of a receptor defect. Which receptor is deficient?,IL-10 receptor,TGF-beta receptor,IL-12 receptor,TNF-alpha receptor,CD14,C,
FA-Patho & Immuno-Macrophages & Granuloma-006,Pathology & Immunology,Macrophages & Granuloma,"A 40-year-old female with sarcoidosis is found to have elevated serum calcium levels. Her hypercalcemia is driven by increased amounts of activated Vitamin D. Which enzyme, produced by macrophages in high concentrations during granulomatous inflammation, is responsible?",NADPH oxidase,1-alpha-hydroxylase,Phospholipase A2,Myeloperoxidase,Cyclooxygenase,B,
FA-Patho & Immuno-Macrophages & Granuloma-007,Pathology & Immunology,Macrophages & Granuloma,"A pathologist examining a lung biopsy from a patient with a chronic cough and fever notes a granuloma with a soft, friable ""cheese-like"" central necrosis. Which of the following infections is classically associated with this caseating presentation?",Cat Scratch disease,Beryllium exposure,Crohn's disease,Sarcoidosis,Tuberculosis,E,
FA-Patho & Immuno-Mediators of Inflammation-001,Pathology & Immunology,Mediators of Inflammation,A 15-year-old female presents with recurrent Neisseria infections. Immunologic workup is most likely to reveal a deficiency in which component of the complement system?,C1-4,C3b,Terminal complement (C5-9),C3 convertase,MAC inhibitor,C,
FA-Patho & Immuno-Mediators of Inflammation-002,Pathology & Immunology,Mediators of Inflammation,"A patient experiencing an acute asthmatic reaction develops severe bronchospasm and increased vascular permeability. Which set of arachidonic acid metabolites, produced via the lipoxygenase pathway, mediates these specific symptoms?","PGI2, PGD2, PGE2","LTC4, LTD4, LTE4",Thromboxane A2,LTB4 only,Phospholipase A2,B,
FA-Patho & Immuno-Mediators of Inflammation-003,Pathology & Immunology,Mediators of Inflammation,"A 35-year-old male presents with fatigue and episodic dark urine. Testing reveals a defect in the PIGA gene, which prevents the formation of GPI anchors for complement inhibitors. This defect directly leads to which of the following?",Impaired neutrophil chemotaxis,Defective classical pathway activation,Recurrent pyogenic infections,Complement mediated RBC lysis,Mast cell degranulation,D,
FA-Patho & Immuno-Mediators of Inflammation-004,Pathology & Immunology,Mediators of Inflammation,A macrophage encounters a pathogen and its Toll-Like Receptor (TLR) is activated by a Pathogen-Associated Molecular Pattern (PAMP). This activation upregulates a specific nuclear transcription factor that increases the production of immune response genes. What is this transcription factor?,CD14,NF-kB,C3 convertase,PIGA,LTB4,B,
FA-Patho & Immuno-Mediators of Inflammation-005,Pathology & Immunology,Mediators of Inflammation,Which of the following complement proteins functions primarily as an opsonin by binding to LPS on bacteria?,C3a,C5a,C3b,C5b,MAC (C6-9),C,
FA-Patho & Immuno-Mediators of Inflammation-006,Pathology & Immunology,Mediators of Inflammation,Paroxysmal Nocturnal Hemoglobinuria (PNH) involves a defect in the PIGA gene. This prevents the formation of GPI anchors for which system?,Coagulation cascade,Complement inhibitors,Toll-like receptors,Arachidonic acid metabolites,Kinase cascade,B,
FA-Patho & Immuno-Neoplasms-001,Pathology & Immunology,Neoplasms,A biopsy of a mass reveals poorly differentiated cells that have invaded local adjacent tissues. The pathologist notes that these cells exhibit a marked decrease in programmed cell death. Which genetic mutation best explains this specific resistance to cell death according to the TEASE GRAID hallmarks of cancer?,Decreased E-Cadherin function,Increased telomerase expression,Mutation in TP53 or BCL2,Decreased MHC1 expression,Increased pro-angiogenic factors,C,
FA-Patho & Immuno-Neoplasms-002,Pathology & Immunology,Neoplasms,"Tumor cells uniquely alter their cellular energetics to support rapid growth, a phenomenon known as the Warburg effect. This dysregulation primarily involves shifting glucose metabolism towards which of the following pathways?",Oxidative phosphorylation,Gluconeogenesis,Glycolysis,Beta-oxidation,Pentose phosphate pathway,C,
FA-Patho & Immuno-Neoplasms-003,Pathology & Immunology,Neoplasms,"A public health researcher is reviewing the epidemiology of cancer in adults. According to incidence statistics, which type of cancer is the most frequently diagnosed in adult females?",Lung cancer,Colon/rectum cancer,Breast cancer,Melanoma,Squamous cell carcinoma,C,
FA-Patho & Immuno-Neoplasms-004,Pathology & Immunology,Neoplasms,A pediatric patient is diagnosed with a benign tumor. Pathological examination reveals the cellular origin of the tumor to be myocytes. What is the specific diagnosis based on this cellular origin?,Hemangioma,Osteoma,Adenoma,Rhabdomyoma,Fibroma,D,
FA-Patho & Immuno-Neoplasms-005,Pathology & Immunology,Neoplasms,"An oncologist is evaluating a patient's tumor staging and grading. The pathology report notes that the tumor cells are poorly differentiated. According to the principles of tumor grading, what does this microscopic finding indicate regarding the patient's prognosis?",Better prognosis because the cells are localized,Worse prognosis because the cells are dissimilar to the original tissue,Excellent prognosis due to a low grade,Indeterminate prognosis dependent entirely on metastasis,Better prognosis due to slow growth,B,
FA-Patho & Immuno-Neoplasms-006,Pathology & Immunology,Neoplasms,"A 50-year-old male is diagnosed with Hepatocellular carcinoma. While most carcinomas spread via the lymphatic system, this specific cancer is a known exception. By which route does Hepatocellular carcinoma primarily spread?",Lymphatically,Perineural invasion,Hematogenously,Transcoelomic seeding,Direct contiguous extension,C,
FA-Patho & Immuno-Neoplasms-007,Pathology & Immunology,Neoplasms,"A 65-year-old male with a history of prostate cancer complains of severe, deep pain in his femur. Imaging confirms the presence of bone metastases. Based on common metastatic pathways (""Painful Breasts Kill The Long Bones""), which of the following primary tumors is also highly likely to metastasize to the bone?",Colon,Stomach,Kidney,Melanoma,Pancreas,C,
FA-Patho & Immuno-Neoplasms-008,Pathology & Immunology,Neoplasms,"A cervical biopsy reveals cellular pleomorphism and an increased nuclear-to-cytoplasmic ratio. However, the basement membrane remains completely intact and the dysplasia is deemed irreversible. Which stage of neoplastic progression does this represent?",Normal cells,Reversible dysplasia,Carcinoma in situ,Invasive carcinoma,Metastatic carcinoma,C,
FA-Patho & Immuno-Neoplasms-009,Pathology & Immunology,Neoplasms,Benign neoplasms are well-differentiated tumors that remain localized. Which of the following is the correct term for a benign tumor of melanocytic origin?,Fibroma,Adenoma,Nevus,Melanoma,Rhabdomyoma,C,
FA-Patho & Immuno-Neoplasms-010,Pathology & Immunology,Neoplasms,The single most important prognostic factor in tumor staging is determined by which component of the TNM system?,Tumor size (T),Regional lymph node involvement (N),Distant metastasis (M),Tumor grading,Microscopic differentiation,C,
FA-Patho & Immuno-Neutrophil Arrival & Function-001,Pathology & Immunology,Neutrophil Arrival & Function,"An infant's umbilical cord separates unusually late. The infant suffers from recurrent bacterial skin infections, but the lesions completely lack pus. Blood tests show a high concentration of dysfunctional neutrophils. This presentation is characteristic of an autosomal recessive defect in which molecule?",CD18 integrin,Sialyl-Lewis X,E-selectin,PECAM-1,Von-Willebrand factor,A,
FA-Patho & Immuno-Neutrophil Arrival & Function-002,Pathology & Immunology,Neutrophil Arrival & Function,"During acute inflammation, a neutrophil successfully adheres to the blood vessel wall and begins to migrate across the endothelial barrier into the tissue. This transmigration specifically requires which of the following cell adhesion molecules?",ICAM-1,VCAM-1,PECAM-1,P-selectin,LTB4,C,
FA-Patho & Immuno-Neutrophil Arrival & Function-003,Pathology & Immunology,Neutrophil Arrival & Function,"A young child presents with albinism, a history of frequent infections, and recurrent hemorrhage. Microscopic examination of cells shows a failure in phagolysosome formation due to a microtubule dysfunction caused by a defect in the LYST gene. What is the diagnosis?",Leukocyte Adhesion Deficiency,Autoimmune Lymphoproliferative Syndrome,Chediak Higashi Syndrome,Chronic Granulomatous Disease,Paroxysmal Nocturnal Hemoglobinuria,C,
FA-Patho & Immuno-Neutrophil Arrival & Function-004,Pathology & Immunology,Neutrophil Arrival & Function,"During the initial rolling phase of leukocyte extravasation, cytokines such as TNF-a and IL-1 induce the expression of a specific selectin on the endothelium to act as a ""speed bump"". Which molecule is induced by these cytokines?",P-selectin,Integrin,PECAM-1,E-selectin,Sialyl-Lewis X,D,
FA-Patho & Immuno-Neutrophil Arrival & Function-005,Pathology & Immunology,Neutrophil Arrival & Function,"During leukocyte extravasation, which molecule explicitly facilitates the transmigration of neutrophils across the endothelial barrier?",P-selectin,E-selectin,ICAM-1,PECAM-1,Sialyl-Lewis X,D,
FA-Patho & Immuno-Neutrophil Arrival & Function-006,Pathology & Immunology,Neutrophil Arrival & Function,Chediak Higashi Syndrome is characterized by a defect in the LYST gene leading to microtubule dysfunction. This primarily impairs which phase of neutrophil function?,Margination,Rolling,Transmigration,Phagolysosome formation,Oxidative burst,D,
FA-Patho & Immuno-Tumor Suppressors-005,Pathology & Immunology,Tumor Suppressors & Oncogenes,A gain of function mutation in the BCR-ABL signal transducer is classically associated with which type of malignancy?,Retinoblastoma,Melanoma,Chronic Myeloid Leukemia,Gastrointestinal stromal tumor,Small lung cell cancer,C,
"FA-Patho & Immuno-Radiation, Calcification & Amyloidosis-001",Pathology & Immunology,"Radiation, Calcification & Amyloidosis",Dystrophic calcification occurs in dead and diseased tissues. Which of the following accurately describes the serum calcium levels in this process?,Markedly elevated,Normal,Slightly elevated,Markedly decreased,Variable dependent on diet,B,
"FA-Patho & Immuno-Radiation, Calcification & Amyloidosis-002",Pathology & Immunology,"Radiation, Calcification & Amyloidosis",Type 2 Diabetes is associated with localized amyloidosis in the pancreas. Which specific fibrin protein is deposited?,Calcitonin,B-amyloid proteins,Transthyretin,Atrial Natriuretic Peptide,Islet amyloid polypeptide,E,
"FA-Patho & Immuno-Radiation, Calcification & Amyloidosis-003",Pathology & Immunology,"Radiation, Calcification & Amyloidosis",A 40-year-old female undergoes a mammogram which reveals localized calcifications in an area of diseased/necrotic breast tissue. Her serum calcium levels are completely normal. Which type of calcification is this?,Metastatic calcification,Systemic calcification,Primary calcification,Dystrophic calcification,Secondary calcification,D,
"FA-Patho & Immuno-Radiation, Calcification & Amyloidosis-004",Pathology & Immunology,"Radiation, Calcification & Amyloidosis","A patient with abnormal serum calcium levels develops diffuse calcium deposition in normal tissues. Based on the provided associated conditions mnemonic ""MG STOP"", which of the following is associated with this type of calcification?",Osteosarcoma,Prolactinoma,Angiosarcoma,Acute myeloid leukemia,Hepatocellular carcinoma,B,
"FA-Patho & Immuno-Radiation, Calcification & Amyloidosis-005",Pathology & Immunology,"Radiation, Calcification & Amyloidosis",A 65-year-old male with multiple myeloma develops organ dysfunction. Biopsy of the affected tissue stained with Congo red shows apple-green birefringence. These deposits are primarily composed of which misfolded protein?,AL amyloids (light chains),AA amyloids,Calcitonin,B-amyloid proteins,Transthyretin,A,
"FA-Patho & Immuno-Radiation, Calcification & Amyloidosis-006",Pathology & Immunology,"Radiation, Calcification & Amyloidosis",An elderly patient with a long history of Type 2 Diabetes is found to have amyloid deposits localized entirely within the pancreas. What is the specific fibrin protein deposited in this condition?,B-amyloid proteins,Atrial Natriuretic Peptide,Islet amyloid polypeptide,Transthyretin,Calcitonin,C,
"FA-Patho & Immuno-Radiation, Calcification & Amyloidosis-007",Pathology & Immunology,"Radiation, Calcification & Amyloidosis",A 55-year-old male with chronic kidney failure has been on long-term dialysis. He begins to experience joint pain and neuropathy. This is likely due to localized amyloidosis via the deposition of which protein?,AA Amyloids,B2-microglobulin,Calcitonin,Transthyretin,Islet amyloid polypeptide,B,
FA-Patho & Immuno-Thymus & Pathologies-001,Pathology & Immunology,Thymus & Pathologies,"During T-cell maturation in the thymus, double-positive (CD4+/CD8+) T-cells must demonstrate they can bind self-MHC to survive. In which specific anatomical region of the thymus does this positive selection occur?",Medulla,Hassan's corpuscles,Cortex,Paracortex,Third pharyngeal pouch,C,
FA-Patho & Immuno-Thymus & Pathologies-002,Pathology & Immunology,Thymus & Pathologies,"A neonate presents with tetralogy of Fallot, abnormal facies, and a cleft palate. A chest X-ray shows an absent sail sign. Laboratory tests reveal hypocalcemia and an absolute decreased T-cell count. The atypical development of which embryological structure is responsible for this patient's syndrome?",1st and 2nd pharyngeal pouches,2nd and 3rd pharyngeal pouches,3rd and 4th pharyngeal pouches,4th and 5th pharyngeal pouches,Hassan's corpuscles,C,
FA-Patho & Immuno-Thymus & Pathologies-003,Pathology & Immunology,Thymus & Pathologies,"A young child with severe recurrent bacterial, fungal, and viral infections is found to have Severe Combined Immunodeficiency (SCID). Genetic analysis reveals a defect that leads to the toxic buildup of a specific metabolite within lymphocytes. The deficiency of which enzyme is causing this presentation?",Tyrosine kinase (BTK),Adenosine Deaminase (ADA),IL-2 receptor gamma chain,AIRE,FoxP3,B,
FA-Patho & Immuno-Thymus & Pathologies-004,Pathology & Immunology,Thymus & Pathologies,The thymus arises embryologically from which of the following structures?,1st pharyngeal pouch,2nd pharyngeal pouch,3rd pharyngeal pouch,4th pharyngeal pouch,5th pharyngeal pouch,C,
FA-Patho & Immuno-Thymus & Pathologies-005,Pathology & Immunology,Thymus & Pathologies,"In Autoimmune Polyendocrine Syndrome 1, a mutation in the AIRE gene leads to an inability to eliminate self-reactive T-cells. This failure occurs during which specific thymic process?",Positive selection,Cortical maturation,Negative selection,Progenitor production,Thymic involution,C,
FA-Patho & Immuno-Transfusion Reactions-001,Pathology & Immunology,Transfusion Reactions,"During a blood transfusion, a patient suddenly develops a fever, chills, hemoglobinuria, and signs of disseminated intravascular coagulation (DIC). This reaction occurs within the first 24 hours and is typically caused by ABO incompatibility. What is the underlying immunological mechanism of this acute reaction?",Type 1 Hypersensitivity,Type 2 Hypersensitivity causing intravascular hemolysis,Type 3 Hypersensitivity,Preformed cytokines produced by WBCs in donor blood,Donor antileukocyte antibodies activating host neutrophils,B,
FA-Patho & Immuno-Transfusion Reactions-002,Pathology & Immunology,Transfusion Reactions,A pediatric patient receives a packed red blood cell transfusion and develops a fever and chills 3 hours later. The reaction is determined to be a Febrile Non-Hemolytic Transfusion Reaction. How could instances of this specific reaction best be reduced?,Administering epinephrine prior to transfusion,Using strictly Rh-compatible blood,Washing the red blood cells to remove IgA,Using leukoreduced blood products,Irradiating the blood products,D,
FA-Patho & Immuno-Transfusion Reactions-003,Pathology & Immunology,Transfusion Reactions,A patient receives a blood transfusion and rapidly develops bilateral pulmonary edema and hypotension. A chest X-ray shows interstitial infiltrates. The physician diagnoses Transfusion Related Lung Injury (TRALI). What is the primary two-hit mechanism responsible for TRALI?,Mast cell allergy to donor IgA and systemic histamine release,Rh incompatibility and extravascular hemolysis,Neutrophil aggregation in lungs and activation by donor antileukocyte antibodies,ABO incompatibility and complement activation,Preformed cytokines from donor WBCs and host T-cell proliferation,C,
FA-Patho & Immuno-Transfusion Reactions-004,Pathology & Immunology,Transfusion Reactions,Febrile non-hemolytic transfusion reactions occur within 1-6 hours. They are primarily caused by which of the following mechanisms?,ABO incompatibility,Preformed antibodies in the host,Preformed cytokines from donor WBCs,IgA allergy,Donor antileukocyte antibodies,C,
FA-Patho & Immuno-Transplant Rejection-001,Pathology & Immunology,Transplant Rejection,"A patient receives a kidney transplant. Within minutes, the graft becomes cyanotic and mottled. A biopsy shows thrombi forming in the graft vessels and ischemia leading to fibrinoid necrosis. This reaction is mediated by preformed antibodies reacting to donor tissue. What is the definitive treatment for this specific type of rejection?",Administer high-dose immunosuppressants,Wait for the reaction to self-limit,Remove the graft,Administer anti-histamines,Transfuse irradiated blood,C,
FA-Patho & Immuno-Transplant Rejection-002,Pathology & Immunology,Transplant Rejection,"Six months after receiving a liver transplant, a patient develops signs of organ dysfunction. A biopsy suggests Vanishing Bile Duct Syndrome. This chronic rejection process is characterized by which of the following pathological sequences?",Preformed antibodies causing immediate thrombosis,Smooth muscle proliferation leading to tissue atrophy,CD8+ cells responding directly to MHCs causing acute necrosis,Donor T-cells reacting against the host,Mast cell degranulation in the graft vessels,B,
FA-Patho & Immuno-Transplant Rejection-003,Pathology & Immunology,Transplant Rejection,Acute transplant rejection occurs weeks to months after the procedure. The cellular response in acute rejection is an example of which type of hypersensitivity?,Type 1,Type 2,Type 3,Type 4,Arthus reaction,D,
FA-Patho & Immuno-Tumor Suppressors-001,Pathology & Immunology,Tumor Suppressors & Oncogenes,The RB gene is a cell-checkpoint tumor suppressor. The normal RB protein prevents progression to the S-phase by blocking which transcription factor?,E2F,p53,beta-catenin,NF-kB,BRCA1,A,
FA-Patho & Immuno-Tumor Suppressors-002,Pathology & Immunology,Tumor Suppressors & Oncogenes,"A 4-year-old child is diagnosed with Retinoblastoma. Genetic analysis reveals an inherited autosomal dominant mutation in the RB gene on Chromosome 13. How does the normal, unmutated RB protein function to suppress tumor growth?",It inhibits the Wnt/B-catenin pathway,It codes for P16 to block the cell cycle,It prevents the E2F transcription factor from progressing the cell from G1 to S phase,It acts as a signal transducer in the RAS pathway,It suppresses the production of growth factor receptors like HER-2,C,
FA-Patho & Immuno-Tumor Suppressors-003,Pathology & Immunology,Tumor Suppressors & Oncogenes,"A 35-year-old female with a strong family history of cancer is diagnosed with breast cancer. Genetic testing reveals a germline mutation in the TP53 gene, confirming a diagnosis of Li-Fraumeni syndrome. In addition to breast cancer, patients with this SBLA syndrome are at high risk for which of the following malignancies?",Squamous cell carcinoma,Mantle cell lymphoma,Astrocytoma,Adrenal gland tumors,Retinoblastoma,D,
FA-Patho & Immuno-Tumor Suppressors-004,Pathology & Immunology,Tumor Suppressors & Oncogenes,A patient is diagnosed with Medullary Thyroid Cancer. Genetic analysis identifies a gain-of-function mutation in an oncogene that codes for a growth factor receptor. Which of the following oncogenes is most likely mutated in this patient?,HER-2,RET,KIT,L-MYC,BCR-ABL,B,
